	Family	Genus	Sample	Nuccore_id
ADD62451.1	Circoviridae	Cyclovirus	Cyclovirus PK5006	290783610
ADD62453.1	Circoviridae	Cyclovirus	Cyclovirus PK5034	290783613
ADD62455.1	Circoviridae	Cyclovirus	Cyclovirus PK5222	290783616
ADD62457.1	Circoviridae	Cyclovirus	Cyclovirus PK5510	290783619
ADD62459.1	Circoviridae	Cyclovirus	Cyclovirus PK6197	290783622
ADD62461.1	Circoviridae	Cyclovirus	Cyclovirus Chimp11	290783625
ADD62463.1	Circoviridae	Cyclovirus	Cyclovirus Chimp12	290783628
ADD62471.1	Circoviridae	Cyclovirus	Cyclovirus NG12	290783640
ADD62473.1	Circoviridae	Cyclovirus	Cyclovirus NG14	290783643
ADD62477.1	Circoviridae	Cyclovirus	Cyclovirus TN25	290783649
ADD62479.1	Circoviridae	Cyclovirus	Cyclovirus TN18	290783652
ADI48251.1	Circoviridae	Cyclovirus	Bat cyclovirus GF-4c	297598942
ADU76993.1	Circoviridae	Cyclovirus	Cyclovirus PKbeef23/PAK/2009	316989865
ADU76995.1	Circoviridae	Cyclovirus	Cyclovirus PKgoat21/PAK/2009	316989868
ADU76997.1	Circoviridae	Cyclovirus	Cyclovirus PKgoat11/PAK/2009	316989871
ADU76999.1	Circoviridae	Cyclovirus	Cyclovirus bat/USA/2009	316989874
ADU77011.1	Circoviridae	Cyclovirus	Cyclovirus NGchicken8/NGA/2009	316989892
ADU77013.1	Circoviridae	Cyclovirus	Cyclovirus NGchicken15/NGA/2009	316989895
ADY17982.1	Circoviridae	Cyclovirus	Dragonfly associated cyclovirus 1	324309753
ADY17984.1	Circoviridae	Cyclovirus	Dragonfly associated cyclovirus 1	324309756
ADY17986.1	Circoviridae	Cyclovirus	Dragonfly associated cyclovirus 1	324309759
ADY17988.1	Circoviridae	Cyclovirus	Dragonfly associated cyclovirus 1	324309762
ADY17990.1	Circoviridae	Cyclovirus	Dragonfly associated cyclovirus 1	324309765
ADY17994.1	Circoviridae	Cyclovirus	Dragonfly associated cyclovirus 1	324309771
ADY17998.1	Circoviridae	Cyclovirus	Dragonfly associated cyclovirus 1	324309777
ADY18000.1	Circoviridae	Cyclovirus	Dragonfly associated cyclovirus 1	324309780
ADY18002.1	Circoviridae	Cyclovirus	Dragonfly associated cyclovirus 1	324309783
ADY18004.1	Circoviridae	Cyclovirus	Dragonfly associated cyclovirus 1	324309786
ADY18006.1	Circoviridae	Cyclovirus	Dragonfly associated cyclovirus 1	324309789
ADY18010.1	Circoviridae	Cyclovirus	Dragonfly associated cyclovirus 1	324309795
ADY18012.1	Circoviridae	Cyclovirus	Dragonfly associated cyclovirus 1	324309798
ADY18014.1	Circoviridae	Cyclovirus	Dragonfly associated cyclovirus 1	324309801
ADY18016.1	Circoviridae	Cyclovirus	Dragonfly associated cyclovirus 1	324309804
ADY18020.1	Circoviridae	Cyclovirus	Dragonfly associated cyclovirus 1	324309810
AEL87784.1	Circoviridae	Cyclovirus	Bat circovirus ZS/China/2011	343113723
AEL87786.1	Circoviridae	Cyclovirus	Bat associated cyclovirus 2	343113726
AEL87790.1	Circoviridae	Cyclovirus	Bat associated cyclovirus 3	343113732
AEL87792.1	Circoviridae	Cyclovirus	Bat associated cyclovirus 4	343113735
AFS65279.1	Circoviridae	Cyclovirus	Dragonfly associated cyclovirus 5	406870723
AFS65281.1	Circoviridae	Cyclovirus	Dragonfly associated cyclovirus 5	406870726
AFS65283.1	Circoviridae	Cyclovirus	Dragonfly associated cyclovirus 4	406870729
AFS65285.1	Circoviridae	Cyclovirus	Dragonfly associated cyclovirus 3	406870732
AFS65286.1	Circoviridae	Cyclovirus	Dragonfly associated cyclovirus 3	406870732
AFS65288.1	Circoviridae	Cyclovirus	Dragonfly associated cyclovirus 2	406870736
AFS65292.1	Circoviridae	Cyclovirus	Dragonfly associated cyclovirus 1	406870742
AFS65294.1	Circoviridae	Cyclovirus	Dragonfly associated cyclovirus 1	406870745
AGC84157.1	Circoviridae	Cyclovirus	Cockroach associated cyclovirus 1	443418567
AGC84158.1	Circoviridae	Cyclovirus	Cockroach associated cyclovirus 1	443418567
AGC84159.1	Circoviridae	Cyclovirus	Cockroach associated cyclovirus 1	443418567
AGJ74752.1	Circoviridae	Cyclovirus	Dragonfly associated cyclovirus 4	480306434
AGJ74756.1	Circoviridae	Cyclovirus	Dragonfly associated cyclovirus 6	480306440
AGJ74758.1	Circoviridae	Cyclovirus	Dragonfly associated cyclovirus 7	480306443
AGJ74760.1	Circoviridae	Cyclovirus	Dragonfly associated cyclovirus 8	480306446
AGN96211.1	Circoviridae	Cyclovirus	Human cyclovirus VS5700009	512130178
AGO59220.1	Circoviridae	Cyclovirus	Cyclovirus VN	514829143
AGO59222.1	Circoviridae	Cyclovirus	Cyclovirus VN	514829146
AGO59230.1	Circoviridae	Cyclovirus	Cyclovirus VN	514829158
AGO59232.1	Circoviridae	Cyclovirus	Cyclovirus VN	514829161
AHI42032.2	Circoviridae	Cyclovirus	Human associated cyclovirus 10	584595293
AHI42034.2	Circoviridae	Cyclovirus	Human associated cyclovirus 10	584595296
AIF75268.1	Circoviridae	Cyclovirus	Cyclovirus SL-108277	719857162
AIF76249.1	Circoviridae	Cyclovirus	Bat associated cyclovirus 6	665518992
AIF76252.1	Circoviridae	Cyclovirus	Bat associated cyclovirus 8	665518998
AIF76254.1	Circoviridae	Cyclovirus	Bat associated cyclovirus 11	665519002
AIF76258.1	Circoviridae	Cyclovirus	Bat associated cyclovirus 9	665519009
AIF76266.1	Circoviridae	Cyclovirus	Bat associated cyclovirus 13	665519025
AIF76279.1	Circoviridae	Cyclovirus	Bat associated cyclovirus 7	665519050
AII82237.1	Circoviridae	Cyclovirus	Feline cyclovirus	671722095
AIX11625.1	Circoviridae	Cyclovirus	Bat circovirus POA/2012/VI	723005616
AIZ46815.1	Circoviridae	Cyclovirus	Swine cyclovirus	730230146
AIZ46821.1	Circoviridae	Cyclovirus	Human cyclovirus VN-like	730230155
AIZ46823.1	Circoviridae	Cyclovirus	Human cyclovirus VN-like	730230158
AKE49355.1	Circoviridae	Cyclovirus	Cyclovirus NI-204	815860958
AKN50607.1	Circoviridae	Cyclovirus	Cyclovirus Equ1	850199433
ALO17914.1	Circoviridae	Cyclovirus	Indian encephalitis associated cyclovirus	1198292134
AMH87650.1	Circoviridae	Cyclovirus	Pacific flying fox associated cyclovirus-1	992391284
AMH87652.1	Circoviridae	Cyclovirus	Pacific flying fox associated cyclovirus-2	992391287
AMH87654.1	Circoviridae	Cyclovirus	Pacific flying fox associated cyclovirus-3	992391290
AMH87656.1	Circoviridae	Cyclovirus	Pacific flying fox associated cyclovirus-3	992391293
AMH87658.1	Circoviridae	Cyclovirus	Pacific flying fox associated cyclovirus-3	992391296
AOW44153.1	Circoviridae	Cyclovirus	Mouse cyclovirus	1079708359
ARO38325.1	Circoviridae	Cyclovirus	Cyclovirus sp.	1189354690
ARV76500.1	Circoviridae	Cyclovirus	Duck associated cyclovirus 1	1199907156
BAP81869.1	Circoviridae	Cyclovirus	Cyclovirus ZM32	701456358
BAP81871.1	Circoviridae	Cyclovirus	Cyclovirus ZM01	701456361
BAP81873.1	Circoviridae	Cyclovirus	Cyclovirus ZM36a	701456364
BAP81875.1	Circoviridae	Cyclovirus	Cyclovirus ZM38	701456367
BAP81877.1	Circoviridae	Cyclovirus	Cyclovirus ZM41	701456370
BAP81879.1	Circoviridae	Cyclovirus	Cyclovirus ZM50a	701456373
BAP81881.1	Circoviridae	Cyclovirus	Cyclovirus ZM54	701456376
BAP81883.1	Circoviridae	Cyclovirus	Cyclovirus ZM62	701456379
BAS01237.1	Circoviridae	Cyclovirus	Cyclovirus TsCyV-1_JP-NUBS-2014	891166654
ACO88014.1	Geminiviridae	Eragrovirus	Eragrostis curvula streak virus	226859043
ACO88017.1	Geminiviridae	Eragrovirus	Eragrostis curvula streak virus	226859047
ACO88020.1	Geminiviridae	Eragrovirus	Eragrostis curvula streak virus	226859051
ACO88023.1	Geminiviridae	Eragrovirus	Eragrostis curvula streak virus	226859055
ACO88025.1	Geminiviridae	Eragrovirus	Eragrostis curvula streak virus	226859059
ACO88029.1	Geminiviridae	Eragrovirus	Eragrostis curvula streak virus	226859063
AGS12486.1	Genomoviridae	Gemycircularvirus	Hypericum japonicum associated circular DNA virus	527290455
AIF34847.1	Genomoviridae	Gemycircularvirus	Sewage-associated gemycircularvirus 11	664651444
AMH87702.1	Genomoviridae	Gemycircularvirus	Pacific flying fox faeces associated gemycircularvirus-10	992391355
AIF34859.1	Genomoviridae	Gemycircularvirus	Sewage-associated gemycircularvirus-10b	664651460
ASH99166.1	Genomoviridae	Gemycircularvirus	Giant panda associated gemycircularvirus	1214149501
AMH87726.1	Genomoviridae	Gemycircularvirus	Pacific flying fox faeces associated gemycircularvirus-11	992391387
AOI28250.1	Genomoviridae	Gemycircularvirus	Common bean-associated gemycircularvirus	1061489725
AMH87697.1	Genomoviridae	Gemycircularvirus	Pacific flying fox faeces associated gemycircularvirus-8	992391347
AMH87681.1	Genomoviridae	Gemycircularvirus	Pacific flying fox faeces associated gemycircularvirus-5	992391327
ANC51600.1	Genomoviridae	Gemycircularvirus	Faeces associated gemycircularvirus 19	1025711724
ASH99160.1	Genomoviridae	Gemycircularvirus	Giant panda associated gemycircularvirus	1214149493
AMH87733.1	Genomoviridae	Gemycircularvirus	Pacific flying fox faeces associated gemycircularvirus-13	992391395
AMH87666.1	Genomoviridae	Gemycircularvirus	Pacific flying fox faeces associated gemycircularvirus-2	992391307
AMH87709.1	Genomoviridae	Gemycircularvirus	Pacific flying fox faeces associated gemycircularvirus-14	992391363
ANC51615.1	Genomoviridae	Gemycircularvirus	Sewage associated gemycircularvirus 3	1025711744
AKU89610.1	Genomoviridae	Gemycircularvirus	Poecile atricapillus GI tract-associated gemycircularvirus	913606815
AMH87732.1	Genomoviridae	Gemycircularvirus	Pacific flying fox faeces associated gemycircularvirus-13	992391395
AMH87682.1	Genomoviridae	Gemycircularvirus	Pacific flying fox faeces associated gemycircularvirus-5	992391327
AMH87712.1	Genomoviridae	Gemycircularvirus	Pacific flying fox faeces associated gemycircularvirus-11	992391367
ASH99142.1	Genomoviridae	Gemycircularvirus	Giant panda associated gemycircularvirus	1214149469
AIF34844.1	Genomoviridae	Gemycircularvirus	Sewage-associated gemycircularvirus-7b	664651440
AGU67669.1	Genomoviridae	Gemycircularvirus	Faecal-associated gemycircularvirus 1c	537368002
ANC51579.1	Genomoviridae	Gemycircularvirus	Faeces associated gemycircularvirus 20	1025711696
AMH87705.1	Genomoviridae	Gemycircularvirus	Pacific flying fox faeces associated gemycircularvirus-10	992391359
ASH99181.1	Genomoviridae	Gemycircularvirus	Giant panda associated gemycircularvirus	1214149521
AMH87718.1	Genomoviridae	Gemycircularvirus	Pacific flying fox faeces associated gemycircularvirus-11	992391375
ANC51577.1	Genomoviridae	Gemycircularvirus	Faeces associated gemycircularvirus 17	1025711692
AMH87714.1	Genomoviridae	Gemycircularvirus	Pacific flying fox faeces associated gemycircularvirus-11	992391371
ANC51574.1	Genomoviridae	Gemycircularvirus	Faeces associated gemycircularvirus 4	1025711688
ANC51585.1	Genomoviridae	Gemycircularvirus	Faeces associated gemycircularvirus 21	1025711704
AGU67659.1	Genomoviridae	Gemycircularvirus	Faeces associated gemycircularvirus 6	537367987
ASH99145.1	Genomoviridae	Gemycircularvirus	Giant panda associated gemycircularvirus	1214149473
ANC51597.1	Genomoviridae	Gemycircularvirus	Faeces associated gemycircularvirus 16	1025711720
AFS65311.1	Genomoviridae	Gemycircularvirus	Dragonfly-associated circular virus 2	406870768
AMH87711.1	Genomoviridae	Gemycircularvirus	Pacific flying fox faeces associated gemycircularvirus-11	992391367
ANN22655.1	Genomoviridae	Gemycircularvirus	Gemycircularvirus HV-GcV1	1039699134
ALC76164.1	Genomoviridae	Gemycircularvirus	Poaceae-associated gemycircularvirus 1	924863646
AIF34834.1	Genomoviridae	Gemycircularvirus	Sewage-associated gemycircularvirus-7a	664651428
AMH87670.1	Genomoviridae	Gemycircularvirus	Pacific flying fox faeces associated gemycircularvirus-2	992391311
ANN22656.1	Genomoviridae	Gemycircularvirus	Gemycircularvirus HV-GcV1	1039699134
AMH87694.1	Genomoviridae	Gemycircularvirus	Pacific flying fox faeces associated gemycircularvirus-8	992391343
AMH87673.1	Genomoviridae	Gemycircularvirus	Pacific flying fox faeces associated gemycircularvirus-3	992391315
AIF34838.1	Genomoviridae	Gemycircularvirus	Sewage-associated gemycircularvirus 8	664651432
ANC51594.1	Genomoviridae	Gemycircularvirus	Faeces associated gemycircularvirus 18	1025711716
ASH99154.1	Genomoviridae	Gemycircularvirus	Giant panda associated gemycircularvirus	1214149485
AIF34832.1	Genomoviridae	Gemycircularvirus	Sewage-associated gemycircularvirus 6	664651425
ALC76163.1	Genomoviridae	Gemycircularvirus	Poaceae-associated gemycircularvirus 1	924863646
ANC51570.1	Genomoviridae	Gemycircularvirus	Sewage associated gemycircularvirus 3	1025711684
AIF34841.1	Genomoviridae	Gemycircularvirus	Sewage-associated gemycircularvirus 9	664651436
AGU67673.1	Genomoviridae	Gemycircularvirus	Faecal-associated gemycircularvirus 1a	537368008
AOI28251.1	Genomoviridae	Gemycircularvirus	Common bean-associated gemycircularvirus	1061489725
AIF34837.1	Genomoviridae	Gemycircularvirus	Sewage-associated gemycircularvirus 8	664651432
AJC52529.1	Genomoviridae	Gemycircularvirus	Bromus-associated circular DNA virus 3	743759559
AGU67657.1	Genomoviridae	Gemycircularvirus	Faeces associated gemycircularvirus 7	537367984
AGU67665.1	Genomoviridae	Gemycircularvirus	Faeces associated gemycircularvirus 3	537367996
ANC51609.1	Genomoviridae	Gemycircularvirus	Faeces associated gemycircularvirus 22	1025711736
ASH99178.1	Genomoviridae	Gemycircularvirus	Giant panda associated gemycircularvirus	1214149517
ASM93485.1	Genomoviridae	Gemycircularvirus	Lupine feces-associated gemycircularvirus 2	1219676140
ANC51586.1	Genomoviridae	Gemycircularvirus	Faeces associated gemycircularvirus 21	1025711704
AIF34855.1	Genomoviridae	Gemycircularvirus	Sewage-associated gemycircularvirus-10a	664651456
AGU67663.1	Genomoviridae	Gemycircularvirus	Faeces associated gemycircularvirus 4	537367993
AMH87723.1	Genomoviridae	Gemycircularvirus	Pacific flying fox faeces associated gemycircularvirus-11	992391383
ALC04311.1	Genomoviridae	Gemycircularvirus	Gemycircularvirus gemy-ch-rat1	924502261
ANC51580.1	Genomoviridae	Gemycircularvirus	Faeces associated gemycircularvirus 20	1025711696
AMH87727.1	Genomoviridae	Gemycircularvirus	Pacific flying fox faeces associated gemycircularvirus-11	992391387
AFS65312.1	Genomoviridae	Gemycircularvirus	Dragonfly-associated circular virus 2	406870768
AGU67661.1	Genomoviridae	Gemycircularvirus	Faeces associated gemycircularvirus 5	537367990
AMH87720.1	Genomoviridae	Gemycircularvirus	Pacific flying fox faeces associated gemycircularvirus-11	992391379
ASH99175.1	Genomoviridae	Gemycircularvirus	Giant panda associated gemycircularvirus	1214149513
AFH54232.1	Genomoviridae	Gemycircularvirus	Cassava associated gemycircularvirus 1	383846527
AMH87693.1	Genomoviridae	Gemycircularvirus	Pacific flying fox faeces associated gemycircularvirus-8	992391343
ANC51604.1	Genomoviridae	Gemycircularvirus	Faeces associated gemycircularvirus 16	1025711728
ALM62252.2	Genomoviridae	Gemycircularvirus	Soybean leaf-associated gemycircularvirus 1	953099534
AJD07517.1	Genomoviridae	Gemycircularvirus	Sewage-associated gemycircularvirus 1	744825013
ASM93483.1	Genomoviridae	Gemycircularvirus	Canine feces-associated gemycircularvirus	1219676137
AMH87675.1	Genomoviridae	Gemycircularvirus	Pacific flying fox faeces associated gemycircularvirus-4	992391319
AMH87678.1	Genomoviridae	Gemycircularvirus	Pacific flying fox faeces associated gemycircularvirus-4	992391323
ASH99169.1	Genomoviridae	Gemycircularvirus	Giant panda associated gemycircularvirus	1214149505
APR73482.1	Genomoviridae	Gemycircularvirus	Chicken stool-associated gemycircularvirus	1127293479
AIF34835.1	Genomoviridae	Gemycircularvirus	Sewage-associated gemycircularvirus-7a	664651428
ASH99148.1	Genomoviridae	Gemycircularvirus	Giant panda associated gemycircularvirus	1214149477
AMH87721.1	Genomoviridae	Gemycircularvirus	Pacific flying fox faeces associated gemycircularvirus-11	992391379
ANC51606.1	Genomoviridae	Gemycircularvirus	Sewage associated gemycircularvirus 3	1025711732
ANC51610.1	Genomoviridae	Gemycircularvirus	Faeces associated gemycircularvirus 22	1025711736
AFH54230.1	Genomoviridae	Gemycircularvirus	Cassava associated gemycircularvirus 1	383846524
AIF34854.1	Genomoviridae	Gemycircularvirus	Sewage-associated gemycircularvirus-10a	664651456
AMH87679.1	Genomoviridae	Gemycircularvirus	Pacific flying fox faeces associated gemycircularvirus-4	992391323
ANC51576.1	Genomoviridae	Gemycircularvirus	Faeces associated gemycircularvirus 17	1025711692
ANC51571.1	Genomoviridae	Gemycircularvirus	Sewage associated gemycircularvirus 3	1025711684
AMH87696.1	Genomoviridae	Gemycircularvirus	Pacific flying fox faeces associated gemycircularvirus-8	992391347
AMH87724.1	Genomoviridae	Gemycircularvirus	Pacific flying fox faeces associated gemycircularvirus-11	992391383
AMH87703.1	Genomoviridae	Gemycircularvirus	Pacific flying fox faeces associated gemycircularvirus-10	992391355
ANC51601.1	Genomoviridae	Gemycircularvirus	Faeces associated gemycircularvirus 19	1025711724
ASH99139.1	Genomoviridae	Gemycircularvirus	Giant panda associated gemycircularvirus	1214149465
ASH99163.1	Genomoviridae	Gemycircularvirus	Giant panda associated gemycircularvirus	1214149497
AKA58517.1	Genomoviridae	Gemycircularvirus	Mongoose feces-associated gemycircularvirus d	794463034
AMH87699.1	Genomoviridae	Gemycircularvirus	Pacific flying fox faeces associated gemycircularvirus-9	992391351
AJD07464.1	Genomoviridae	Gemycircularvirus	Odonata associated gemycircularvirus-2	744824933
AMH87708.1	Genomoviridae	Gemycircularvirus	Pacific flying fox faeces associated gemycircularvirus-14	992391363
AMH87669.1	Genomoviridae	Gemycircularvirus	Pacific flying fox faeces associated gemycircularvirus-2	992391311
AEW87508.1	Genomoviridae	Gemygorvirus	Meles meles fecal virus	365735143
AGU67651.1	Genomoviridae	Gemygorvirus	Faeces associated gemycircularvirus 10	537367975
AHX37573.2	Genomoviridae	Gemygorvirus	Human genital-associated circular DNA virus-1	614458383
AHX37574.1	Genomoviridae	Gemygorvirus	Human genital-associated circular DNA virus-1	614458383
AIF34829.1	Genomoviridae	Gemygorvirus	Sewage-associated gemycircularvirus 5	664651421
AIF34830.1	Genomoviridae	Gemygorvirus	Sewage-associated gemycircularvirus 5	664651421
AMH87660.1	Genomoviridae	Gemygorvirus	Pacific flying fox faeces associated gemycircularvirus-1	992391299
AMH87661.1	Genomoviridae	Gemygorvirus	Pacific flying fox faeces associated gemycircularvirus-1	992391299
AMH87663.1	Genomoviridae	Gemygorvirus	Pacific flying fox faeces associated gemycircularvirus-1	992391303
AMH87664.1	Genomoviridae	Gemygorvirus	Pacific flying fox faeces associated gemycircularvirus-1	992391303
ANC51564.1	Genomoviridae	Gemygorvirus	Faeces associated gemycircularvirus 14	1025711676
ANC51565.1	Genomoviridae	Gemygorvirus	Faeces associated gemycircularvirus 14	1025711676
ANC51567.1	Genomoviridae	Gemygorvirus	Faeces associated gemycircularvirus 14	1025711680
ANC51612.1	Genomoviridae	Gemygorvirus	Faeces associated gemycircularvirus 15	1025711740
ANC51613.1	Genomoviridae	Gemygorvirus	Faeces associated gemycircularvirus 15	1025711740
AFS65314.1	Genomoviridae	Gemykibivirus	Dragonfly associated gemykibivirus 1	406870773
AFS65315.1	Genomoviridae	Gemykibivirus	Dragonfly associated gemykibivirus 1	406870773
AFS65316.1	Genomoviridae	Gemykibivirus	Dragonfly associated gemykibivirus 1	406870773
AGU67653.1	Genomoviridae	Gemykibivirus	Blackbird associated gemykibivirus 1	537367978
AGU67655.1	Genomoviridae	Gemykibivirus	Black robin associated gemykibivirus 1	537367981
AIF34849.1	Genomoviridae	Gemykibivirus	Sewage-associated gemycircularvirus 2	664651448
AIF34850.1	Genomoviridae	Gemykibivirus	Sewage-associated gemycircularvirus 2	664651448
AIF34852.1	Genomoviridae	Gemykibivirus	Sewage-associated gemycircularvirus 3	664651452
AIF34853.1	Genomoviridae	Gemykibivirus	Sewage-associated gemycircularvirus 3	664651452
AJD20385.1	Genomoviridae	Gemykibivirus	Gemycircularvirus SL1	745699244
AJD20391.1	Genomoviridae	Gemykibivirus	Gemycircularvirus BZ1	745699253
AJD20393.1	Genomoviridae	Gemykibivirus	Gemycircularvirus BZ2	745699256
AJD20395.1	Genomoviridae	Gemykibivirus	Gemycircularvirus NP	745699259
AKA58509.1	Genomoviridae	Gemykibivirus	Badger associated gemykibivirus 1	794463018
AKA58513.1	Genomoviridae	Gemykibivirus	Mongoose feces-associated gemycircularvirus b	794463026
AMD08882.1	Genomoviridae	Gemykibivirus	Human gemycircularvirus GeTz1	985484376
AMH87729.1	Genomoviridae	Gemykibivirus	Pacific flying fox faeces associated gemycircularvirus-12	992391391
AMH87730.1	Genomoviridae	Gemykibivirus	Pacific flying fox faeces associated gemycircularvirus-12	992391391
ANN22659.1	Genomoviridae	Gemykibivirus	Gemycircularvirus HV-GcV2	1039699139
CDS63383.1	Genomoviridae	Gemykibivirus	HCBI8.215 virus	669032605
CDS63384.1	Genomoviridae	Gemykibivirus	HCBI8.215 virus	669032605
CDS63389.1	Genomoviridae	Gemykibivirus	MSSI2.225 virus	669032613
CDS63390.1	Genomoviridae	Gemykibivirus	MSSI2.225 virus	669032613
AMH87684.1	Genomoviridae	Gemykolovirus	Pacific flying fox faeces associated gemycircularvirus-6	992391331
AMH87685.1	Genomoviridae	Gemykolovirus	Pacific flying fox faeces associated gemycircularvirus-6	992391331
AMH87687.1	Genomoviridae	Gemykolovirus	Pacific flying fox faeces associated gemycircularvirus-6	992391335
AMH87690.1	Genomoviridae	Gemykolovirus	Pacific flying fox faeces associated gemycircularvirus-7	992391339
AMH87691.1	Genomoviridae	Gemykolovirus	Pacific flying fox faeces associated gemycircularvirus-7	992391339
AIF34826.1	Genomoviridae	Gemykrogvirus	Sewage-associated gemycircularvirus 4	664651417
AIF34827.1	Genomoviridae	Gemykrogvirus	Sewage-associated gemycircularvirus 4	664651417
AIM55449.1	Genomoviridae	Gemykrogvirus	Caribou feces-associated gemycircularvirus	679604861
CDS63386.1	Genomoviridae	Gemykrogvirus	HCBI9.212 virus	669032609
CDS63387.1	Genomoviridae	Gemykrogvirus	HCBI9.212 virus	669032609
AFV73367.1	Geminiviridae	Grablovirus	Grapevine geminivirus	410519388
AGS42408.1	Geminiviridae	Grablovirus	Grapevine red blotch virus	528746532
AGS42414.1	Geminiviridae	Grablovirus	Grapevine red blotch virus	528746539
AGV05461.1	Geminiviridae	Grablovirus	Grapevine redleaf-associated virus	540278637
AGV05473.1	Geminiviridae	Grablovirus	Grapevine redleaf-associated virus	540278724
AGV05479.1	Geminiviridae	Grablovirus	Grapevine redleaf-associated virus	540278751
AHL69795.1	Geminiviridae	Grablovirus	Grapevine red blotch virus	594021570
AMN10092.1	Geminiviridae	Grablovirus	Grapevine red blotch virus	1002359476
AMQ35511.1	Geminiviridae	Grablovirus	Grapevine red blotch virus	1005925228
AMQ35523.1	Geminiviridae	Grablovirus	Grapevine red blotch virus	1005925242
AMQ35565.1	Geminiviridae	Grablovirus	Grapevine red blotch virus	1005925291
ANU06094.1	Geminiviridae	Grablovirus	Grapevine geminivirus	1044897255
ARI46331.1	Geminiviridae	Grablovirus	Grapevine red blotch virus	1180423018
ARI46343.1	Geminiviridae	Grablovirus	Grapevine red blotch virus	1180423032
ARI46355.1	Geminiviridae	Grablovirus	Grapevine red blotch virus	1180423046
ARV02310.1	Geminiviridae	Grablovirus	Grapevine red blotch virus	1199772369
ARV02316.1	Geminiviridae	Grablovirus	Grapevine red blotch virus	1199772376
AJE25845	Smacoviridae	Huchismacovirus	Human smacovirus 1	747191552
AJE25847	Smacoviridae	Huchismacovirus	Human smacovirus 1	747191555
AJE25849	Smacoviridae	Huchismacovirus	Human smacovirus 1	747191558
AJE25851	Smacoviridae	Huchismacovirus	Human smacovirus 1	747191561
AJE25853	Smacoviridae	Huchismacovirus	Human smacovirus 1	747191564
AJE25855	Smacoviridae	Huchismacovirus	Human smacovirus 1	747191567
AJF23052	Smacoviridae	Huchismacovirus	Human smacovirus 1	749502754
AJF23054	Smacoviridae	Huchismacovirus	Human smacovirus 1	749502757
AJF23056	Smacoviridae	Huchismacovirus	Human smacovirus 1	749502760
AJF23058	Smacoviridae	Huchismacovirus	Human smacovirus 1	749502763
AJF23060	Smacoviridae	Huchismacovirus	Human smacovirus 1	749502766
AJF23062	Smacoviridae	Huchismacovirus	Human smacovirus 1	749502769
AJF23064	Smacoviridae	Huchismacovirus	Human smacovirus 1	749502772
AJF23066	Smacoviridae	Huchismacovirus	Human smacovirus 1	749502775
AJF23070	Smacoviridae	Huchismacovirus	Human smacovirus 1	749502781
AJF23074	Smacoviridae	Huchismacovirus	Human smacovirus 1	749502787
AJF23076	Smacoviridae	Huchismacovirus	Human smacovirus 1	749502790
AJF23077	Smacoviridae	Huchismacovirus	Human smacovirus 1	749502793
AJF23080	Smacoviridae	Huchismacovirus	Human smacovirus 1	749502796
ANC51534	Smacoviridae	Huchismacovirus	Bovine faeces associated smacovirus 1	1025711631
ANC51545	Smacoviridae	Huchismacovirus	Bovine faeces associated smacovirus 6	1025711649
APR73541	Smacoviridae	Huchismacovirus	Chicken associated smacovirus	1127293592
APR73543	Smacoviridae	Huchismacovirus	Chicken associated smacovirus	1127293595
APR73545	Smacoviridae	Huchismacovirus	Chicken associated smacovirus	1127293598
APR73547	Smacoviridae	Huchismacovirus	Chicken associated smacovirus	1127293601
ADA67965.1	Geminiviridae	Mastrevirus	Panicum streak virus	281398278
AIY33020.1	Geminiviridae	Mastrevirus	Chickpea chlorotic dwarf virus	725826434
AAC98078.1	Geminiviridae	Mastrevirus	Sugarcane streak Egypt virus - Aswan]	4056569
APD29101.1	Geminiviridae	Mastrevirus	Sugarcane chlorotic streak virus	1104312859
ADT91304.1	Geminiviridae	Mastrevirus	Bromus catharticus striate mosaic virus	315228377
AIY33120.1	Geminiviridae	Mastrevirus	Chickpea chlorotic dwarf virus	725826559
ACF40471.1	Geminiviridae	Mastrevirus	Maize streak virus	194294856
AAK73461.1	Geminiviridae	Mastrevirus	Maize streak virus - B[Mom]	14794694
AIY33414.1	Geminiviridae	Mastrevirus	Maize streak virus	725825594
AIY33092.1	Geminiviridae	Mastrevirus	Chickpea chlorotic dwarf virus	725826524
AIK26656.1	Geminiviridae	Mastrevirus	Maize streak virus	673386843
AFN80637.1	Geminiviridae	Mastrevirus	Paspalum striate mosaic virus	395864142
ABQ40288.1	Geminiviridae	Mastrevirus	Maize streak virus	146428352
APZ86569.1	Geminiviridae	Mastrevirus	Maize streak virus	1139737363
APZ86457.1	Geminiviridae	Mastrevirus	Maize streak virus	1139737223
CBX20820.1	Geminiviridae	Mastrevirus	Chickpea chlorotic dwarf virus	338930692
ACZ04304.1	Geminiviridae	Mastrevirus	Maize streak virus	268374236
ABI26182.1	Geminiviridae	Mastrevirus	Wheat dwarf virus - Taiyuan]	112891593
APZ86051.1	Geminiviridae	Mastrevirus	Maize streak virus	1139736718
AFA42966.1	Geminiviridae	Mastrevirus	Wheat dwarf virus	375244101
AHM88332.1	Geminiviridae	Mastrevirus	Maize streak virus	595644522
AHZ63044.1	Geminiviridae	Mastrevirus	Wheat dwarf virus	635009471
AQY19056.1	Geminiviridae	Mastrevirus	Maize streak virus	1158625970
AFN80574.1	Geminiviridae	Mastrevirus	Digitaria ciliaris striate mosaic virus	395864062
